?cls	?xref
<http://purl.obolibrary.org/obo/PLANA_0000429>	"PMID:28893948"
<http://purl.obolibrary.org/obo/PLANA_0000429>	"PMID:26556349"
<http://purl.obolibrary.org/obo/PLANA_0000429>	"PMID:21179478"
<http://purl.obolibrary.org/obo/PLANA_0000429>	"PMID:30282036"
<http://purl.obolibrary.org/obo/PLANA_0000429>	"PMID:19766622"
<http://purl.obolibrary.org/obo/PLANA_0000429>	"PMID:30237141"
<http://purl.obolibrary.org/obo/PLANA_0000429>	"PMID:28171748"
<http://purl.obolibrary.org/obo/PLANA_0000429>	"PMID:22451003"
<http://purl.obolibrary.org/obo/PLANA_0000429>	"PMID:27654173"
<http://purl.obolibrary.org/obo/PLANA_0000429>	"PMID:21747960"
<http://purl.obolibrary.org/obo/PLANA_0000429>	"PMID:24238224"
<http://purl.obolibrary.org/obo/PLANA_0000429>	"PMID:19564616"
<http://purl.obolibrary.org/obo/PLANA_0000429>	"PMID:22223737"
<http://purl.obolibrary.org/obo/PLANA_0000429>	"PMID:21179477"
<http://purl.obolibrary.org/obo/PLANA_0000429>	"PMID:15972844"
<http://purl.obolibrary.org/obo/PLANA_0000429>	"PMID:30297872"
<http://purl.obolibrary.org/obo/PLANA_0004517>	"PMID:28072387"
<http://purl.obolibrary.org/obo/PLANA_0000547>	"PMID:22339734"
<http://purl.obolibrary.org/obo/PLANA_0000547>	"CL:0000678"
<http://purl.obolibrary.org/obo/PLANA_0007559>	"PMID:7833618"
<http://purl.obolibrary.org/obo/PLANA_0007559>	"PMID:17999079"
<http://purl.obolibrary.org/obo/PLANA_0000478>	"PMID:26904543"
<http://purl.obolibrary.org/obo/PLANA_0000478>	"PMID:29674432"
<http://purl.obolibrary.org/obo/PLANA_0000478>	"SBN:9780070316607"
<http://purl.obolibrary.org/obo/PLANA_0000478>	"UBERON:0004467"
<http://purl.obolibrary.org/obo/PLANA_0002025>	"NCIT:C32349"
<http://purl.obolibrary.org/obo/PLANA_0000013>	"PMID:26904543"
<http://purl.obolibrary.org/obo/PLANA_0000013>	"PMID:30471994"
<http://purl.obolibrary.org/obo/BSPO_0000063>	"FBql:00005842"
<http://purl.obolibrary.org/obo/BSPO_0000063>	"FBcv:0000059"
<http://purl.obolibrary.org/obo/GO_0000278>	"Wikipedia:Mitosis"
<http://purl.obolibrary.org/obo/PLANA_0000482>	"PMID:30194301"
<http://purl.obolibrary.org/obo/PLANA_0000482>	"PMID:25356635"
<http://purl.obolibrary.org/obo/PLANA_0000482>	"PMID:24173799"
<http://purl.obolibrary.org/obo/PLANA_0000482>	"PMID:17565705"
<http://purl.obolibrary.org/obo/PLANA_0000482>	"PMID:23250205"
<http://purl.obolibrary.org/obo/PLANA_0000482>	"PMID:27864883"
<http://purl.obolibrary.org/obo/PLANA_0000482>	"PMID:21458439"
<http://purl.obolibrary.org/obo/PLANA_0000482>	"PMID:24131630"
<http://purl.obolibrary.org/obo/PLANA_0000482>	"PMID:23903188"
<http://purl.obolibrary.org/obo/PLANA_0000482>	"PMID:24950970"
<http://purl.obolibrary.org/obo/GO_0051301>	"Wikipedia:Cell_division"
<http://purl.obolibrary.org/obo/PLANA_0000230>	"PMID:27163480"
<http://purl.obolibrary.org/obo/PLANA_0000230>	"PMID:27149082"
<http://purl.obolibrary.org/obo/PLANA_0000230>	"PMID:25278423"
<http://purl.obolibrary.org/obo/PLANA_0000230>	"PMID:28434803"
<http://purl.obolibrary.org/obo/PLANA_0000230>	"PMID:22074376"
<http://purl.obolibrary.org/obo/PLANA_0000230>	"PMID:20844018"
<http://purl.obolibrary.org/obo/PLANA_0000230>	"PMID:19022767"
<http://purl.obolibrary.org/obo/PLANA_0000492>	"ISBN:9780070316607"
<http://purl.obolibrary.org/obo/PLANA_0000492>	"PMID:22899852"
<http://purl.obolibrary.org/obo/PLANA_0000492>	"https://github.com/obophenotype/planaria-ontology/blob/master/metadata/planarefs/planaref-0000004.md"
<http://purl.obolibrary.org/obo/PLANA_0000492>	"PMID:21566185"
<http://purl.obolibrary.org/obo/PLANA_0000492>	"PMID:16311336"
<http://purl.obolibrary.org/obo/PLANA_0000492>	"UBERON:0001810"
<http://purl.obolibrary.org/obo/PLANA_0000492>	"C12929"
<http://purl.obolibrary.org/obo/PLANA_0000492>	"BTO:0000205"
<http://purl.obolibrary.org/obo/PLANA_0000492>	"AEO:0000138"
<http://purl.obolibrary.org/obo/PLANA_0000492>	"http://linkedlifedata.com/resource/umls/id/C0501403"
<http://purl.obolibrary.org/obo/PLANA_0000492>	"MA:0002407"
<http://purl.obolibrary.org/obo/PLANA_0000492>	"http://www.snomedbrowser.com/Codes/Details/122455009"
<http://purl.obolibrary.org/obo/PLANA_0000492>	"UMLS:C0501403"
<http://purl.obolibrary.org/obo/PLANA_0000492>	"EHDAA2:0003138"
<http://purl.obolibrary.org/obo/PLANA_0000492>	"EHDAA:3780"
<http://purl.obolibrary.org/obo/PLANA_0000492>	"http://en.wikipedia.org/wiki/Nervous:system:plexus"
<http://purl.obolibrary.org/obo/PLANA_0000492>	"FMA:5901"
<http://purl.obolibrary.org/obo/BSPO_0000058>	"FBql:00005855"
<http://purl.obolibrary.org/obo/BSPO_0000058>	"FBcv:0000055"
<http://purl.obolibrary.org/obo/PLANA_0002020>	"PMID:20215344"
<http://purl.obolibrary.org/obo/PLANA_0002020>	"PMID:19247960"
<http://purl.obolibrary.org/obo/PLANA_0002020>	"PMID:22385657"
<http://purl.obolibrary.org/obo/PLANA_0002020>	"PMID:24367277"
<http://purl.obolibrary.org/obo/PLANA_0002020>	"PMID:24903754"
<http://purl.obolibrary.org/obo/PLANA_0002020>	"PMID:25017721"
<http://purl.obolibrary.org/obo/PLANA_0002020>	"PMID:27523733"
<http://purl.obolibrary.org/obo/PLANA_0002020>	"PMID:24120894"
<http://purl.obolibrary.org/obo/PLANA_0002020>	"PMID:22543868"
<http://purl.obolibrary.org/obo/PLANA_0002020>	"PMID:21356107"
<http://purl.obolibrary.org/obo/PLANA_0002020>	"PMID:22439894"
<http://purl.obolibrary.org/obo/PLANA_0002020>	"PMID:22318224"
<http://purl.obolibrary.org/obo/PLANA_0000531>	"GO:0043228"
<http://purl.obolibrary.org/obo/PLANA_0007525>	"PMID:18063755"
<http://purl.obolibrary.org/obo/PLANA_0007525>	"PMID:23903188"
<http://purl.obolibrary.org/obo/PLANA_0007525>	"PMID:30485821"
<http://purl.obolibrary.org/obo/PLANA_0007525>	"PMID:24415944"
<http://purl.obolibrary.org/obo/PLANA_0007525>	"PMID:23318641"
<http://purl.obolibrary.org/obo/PLANA_0007525>	"PMID:26062938"
<http://purl.obolibrary.org/obo/PLANA_0007525>	"PMID:19805089"
<http://purl.obolibrary.org/obo/PLANA_0007525>	"PMID:27074666"
<http://purl.obolibrary.org/obo/PLANA_0007525>	"PMID:25725068"
<http://purl.obolibrary.org/obo/PLANA_0007525>	"PMID:21566195"
<http://purl.obolibrary.org/obo/PLANA_0000558>	"CL:0011103"
<http://purl.obolibrary.org/obo/PLANA_0002040>	"PMID:29095551"
<http://purl.obolibrary.org/obo/PLANA_0002040>	"PMID:4190073"
<http://purl.obolibrary.org/obo/PLANA_0000505>	"GO:0044291"
<http://purl.obolibrary.org/obo/GO_0005575>	"NIF_Subcellular:sao1337158144"
<http://purl.obolibrary.org/obo/PLANA_0000125>	"UBERON:0001032"
<http://purl.obolibrary.org/obo/PLANA_0000114>	"UBERON:0000467"
<http://purl.obolibrary.org/obo/GO_0000279>	"Wikipedia:M_phase"
<http://purl.obolibrary.org/obo/PLANA_0000483>	"PMID:18926867"
<http://purl.obolibrary.org/obo/PLANA_0000004>	"PMID:28072387"
<http://purl.obolibrary.org/obo/PLANA_0000487>	"PMID:20865784"
<http://purl.obolibrary.org/obo/PLANA_0000485>	"PMID:30962434"
<http://purl.obolibrary.org/obo/PLANA_0000485>	"ISBN:9780070316607"
<http://purl.obolibrary.org/obo/PLANA_0000485>	"PMID:19247960"
<http://purl.obolibrary.org/obo/PLANA_0000485>	"PMID:20865784"
<http://purl.obolibrary.org/obo/PLANA_0000485>	"PMID:29674431"
<http://purl.obolibrary.org/obo/PLANA_0000485>	"PMID:23318635"
<http://purl.obolibrary.org/obo/PLANA_0000485>	"PMID:28807897"
<http://purl.obolibrary.org/obo/PLANA_0000485>	"PMID:24737865"
<http://purl.obolibrary.org/obo/PLANA_0000087>	"PMID:21828097"
<http://purl.obolibrary.org/obo/PLANA_0000087>	"PMID:27068018"
<http://purl.obolibrary.org/obo/PLANA_0000087>	"PMID:26057828"
<http://purl.obolibrary.org/obo/PLANA_0000087>	"PMID:21937596"
<http://purl.obolibrary.org/obo/PLANA_0000234>	"PMID:22074376"
<http://purl.obolibrary.org/obo/PLANA_0000234>	"PMID:19022767"
<http://purl.obolibrary.org/obo/PLANA_0000205>	"PMID:28072387"
<http://purl.obolibrary.org/obo/PLANA_0000205>	"ISBN:9780070316607"
<http://purl.obolibrary.org/obo/PLANA_0000205>	"PMID:27163480"
<http://purl.obolibrary.org/obo/PLANA_0000205>	"PMID:27149082"
<http://purl.obolibrary.org/obo/PLANA_0000205>	"PMID:25278423"
<http://purl.obolibrary.org/obo/PLANA_0000205>	"PMID:22074376"
<http://purl.obolibrary.org/obo/PLANA_0000205>	"PMID:17376870"
<http://purl.obolibrary.org/obo/PLANA_0000205>	"PMID:20844018"
<http://purl.obolibrary.org/obo/PLANA_0000205>	"PMID:19247960"
<http://purl.obolibrary.org/obo/PLANA_0000205>	"https://doi.org/10.1101/279364"
<http://purl.obolibrary.org/obo/PLANA_0000205>	"PMID:20967238"
<http://purl.obolibrary.org/obo/PLANA_0000205>	"PMID:16344473"
<http://purl.obolibrary.org/obo/PLANA_0000205>	"PMID:23652002"
<http://purl.obolibrary.org/obo/GO_0000239>	"Wikipedia:Meiosis#Pachytene"
<http://purl.obolibrary.org/obo/GO_0000239>	"Wikipedia:Pachytene"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:28072387"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"ISBN:9780070316607"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:27163480"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:27330085"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:27149082"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:25278423"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:28812561"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:28434803"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:27304889"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:22074376"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:17376870"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:20844018"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:25404302"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:19247960"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:22318224"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"https://doi.org/10.1101/279364"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:22371573"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:23629965"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:19022767"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:18456843"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:20967238"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:16344473"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:23652002"
<http://purl.obolibrary.org/obo/PLANA_0000208>	"PMID:29095551"
<http://purl.obolibrary.org/obo/BSPO_0000094>	"FBql:00005879"
<http://purl.obolibrary.org/obo/BSPO_0000094>	"FBcv:0000034"
<http://purl.obolibrary.org/obo/PLANA_0004527>	"PMID:22074376"
<http://purl.obolibrary.org/obo/PLANA_0002027>	"PMID:17553481"
<http://purl.obolibrary.org/obo/PLANA_0002027>	"PMID:16033796"
<http://purl.obolibrary.org/obo/PLANA_0002027>	"PMID:28495872"
<http://purl.obolibrary.org/obo/PLANA_0002027>	"PMID:22445864"
<http://purl.obolibrary.org/obo/PLANA_0002027>	"PMID:25493551"
<http://purl.obolibrary.org/obo/PLANA_0002027>	"GO:0030425"
<http://purl.obolibrary.org/obo/PLANA_0004518>	"PMID:28072387"
<http://purl.obolibrary.org/obo/PLANA_0000056>	"PMID:27149082"
<http://purl.obolibrary.org/obo/PLANA_0000056>	"PMID:22074376"
<http://purl.obolibrary.org/obo/PLANA_0000056>	"https://github.com/obophenotype/planaria-ontology/blob/master/metadata/planarefs/planaref-0000002.md"
<http://purl.obolibrary.org/obo/PLANA_0000120>	"PMID:21852957"
<http://purl.obolibrary.org/obo/PLANA_0000120>	"https://doi.org/10.1101/279364"
<http://purl.obolibrary.org/obo/PLANA_0000120>	"PMID:29674432"
<http://purl.obolibrary.org/obo/PLANA_0002118>	"NCIT:C12710"
<http://purl.obolibrary.org/obo/BSPO_0000071>	"FBql:00005848"
<http://purl.obolibrary.org/obo/PLANA_0004514>	"PMID:28072387"
<http://purl.obolibrary.org/obo/PLANA_0000217>	"ISBN:9780070316607"
<http://purl.obolibrary.org/obo/PLANA_0000217>	"PMID:27163480"
<http://purl.obolibrary.org/obo/PLANA_0000217>	"PMID:27149082"
<http://purl.obolibrary.org/obo/PLANA_0000217>	"PMID:28434803"
<http://purl.obolibrary.org/obo/PLANA_0000217>	"PMID:22074376"
<http://purl.obolibrary.org/obo/PLANA_0000217>	"PMID:17376870"
<http://purl.obolibrary.org/obo/PLANA_0000217>	"PMID:20844018"
<http://purl.obolibrary.org/obo/PLANA_0000217>	"https://doi.org/10.1101/279364"
<http://purl.obolibrary.org/obo/PLANA_0000217>	"PMID:22371573"
<http://purl.obolibrary.org/obo/PLANA_0000217>	"PMID:17390146"
<http://purl.obolibrary.org/obo/PLANA_0000217>	"PMID:16344473"
<http://purl.obolibrary.org/obo/PLANA_0000217>	"PMID:23652002"
<http://purl.obolibrary.org/obo/PLANA_0000217>	"PMID:22252538"
<http://purl.obolibrary.org/obo/PLANA_0000217>	"PMID:28976975"
<http://purl.obolibrary.org/obo/PLANA_0000217>	"UBERON:0000991"
<http://purl.obolibrary.org/obo/BSPO_0000055>	"FBcv:0000053"
<http://purl.obolibrary.org/obo/BSPO_0000055>	"FBql:00005848"
<http://purl.obolibrary.org/obo/BSPO_0000019>	"FMA:52810"
<http://purl.obolibrary.org/obo/PLANA_0000556>	"PMID:24173799"
<http://purl.obolibrary.org/obo/PLANA_0000556>	"CL:0000381"
<http://purl.obolibrary.org/obo/PLANA_0000556>	"FBbt:00005130"
<http://purl.obolibrary.org/obo/BSPO_0000373>	"FBql:00005854"
<http://purl.obolibrary.org/obo/PLANA_0000116>	"UBERON:0000922"
<http://purl.obolibrary.org/obo/PLANA_0007538>	"OCLC:16809160"
<http://purl.obolibrary.org/obo/PLANA_0007538>	"ISBN:9780070316607"
<http://purl.obolibrary.org/obo/PLANA_0007538>	"PMID:20865784"
<http://purl.obolibrary.org/obo/PLANA_0002013>	"PMID:22439894"
<http://purl.obolibrary.org/obo/PLANA_0002013>	"PMID:18786419"
<http://purl.obolibrary.org/obo/PLANA_0002013>	"PMID:21894189"
<http://purl.obolibrary.org/obo/GO_0051326>	"Wikipedia:Telophase"
<http://purl.obolibrary.org/obo/PLANA_0007512>	"PMID:22318224"
<http://purl.obolibrary.org/obo/PLANA_0007512>	"PMID:26516985"
<http://purl.obolibrary.org/obo/PLANA_0007512>	"PMID:29100657"
<http://purl.obolibrary.org/obo/PLANA_0007512>	"PMID:21828097"
<http://purl.obolibrary.org/obo/PLANA_0000527>	"GO:0043231"
<http://purl.obolibrary.org/obo/PLANA_0000121>	"PMID:27501047"
<http://purl.obolibrary.org/obo/PLANA_0000121>	"PMID:17376870"
<http://purl.obolibrary.org/obo/PLANA_0000121>	"PMID:24173799"
<http://purl.obolibrary.org/obo/PLANA_0000121>	"PMID:22385657"
<http://purl.obolibrary.org/obo/PLANA_0000121>	"https://doi.org/10.1101/279364"
<http://purl.obolibrary.org/obo/PLANA_0000121>	"CL:0000034"
<http://purl.obolibrary.org/obo/PLANA_0000121>	"PMID:26711341"
<http://purl.obolibrary.org/obo/PLANA_0000121>	"PMID:21937596"
<http://purl.obolibrary.org/obo/PLANA_0000121>	"PMID:26651295"
<http://purl.obolibrary.org/obo/PLANA_0000121>	"PMID:24063805"
<http://purl.obolibrary.org/obo/PLANA_0000121>	"PMID:27013241"
<http://purl.obolibrary.org/obo/PLANA_0000121>	"PMID:23318635"
<http://purl.obolibrary.org/obo/PLANA_0000121>	"PMID:20707997"
<http://purl.obolibrary.org/obo/PLANA_0000121>	"PMID:26062938"
<http://purl.obolibrary.org/obo/PLANA_0000121>	"PMID:27034770"
<http://purl.obolibrary.org/obo/PLANA_0000121>	"PMID:19805089"
<http://purl.obolibrary.org/obo/PLANA_0000121>	"PMID:20422023"
<http://purl.obolibrary.org/obo/PLANA_0000121>	"PMID:29124009"
<http://purl.obolibrary.org/obo/PLANA_0000121>	"PMID:23123964"
<http://purl.obolibrary.org/obo/PLANA_0000065>	"OCLC:16809160"
<http://purl.obolibrary.org/obo/PLANA_0000065>	"ISBN:9780070316607"
<http://purl.obolibrary.org/obo/PLANA_0000065>	"PMID:19247960"
<http://purl.obolibrary.org/obo/PLANA_0000065>	"PMID:29674432"
<http://purl.obolibrary.org/obo/PLANA_0000065>	"PMID:21828097"
<http://purl.obolibrary.org/obo/PLANA_0000065>	"PMID:17670787"
<http://purl.obolibrary.org/obo/PLANA_0000065>	"PMID:27542689"
<http://purl.obolibrary.org/obo/PLANA_0000065>	"PMID:29674431"
<http://purl.obolibrary.org/obo/PLANA_0000065>	"PMID:24523458"
<http://purl.obolibrary.org/obo/PLANA_0000065>	"PMID:26711341"
<http://purl.obolibrary.org/obo/PLANA_0000065>	"PMID:27068018"
<http://purl.obolibrary.org/obo/PLANA_0000065>	"PMID:26057828"
<http://purl.obolibrary.org/obo/PLANA_0000065>	"PMID:19852954"
<http://purl.obolibrary.org/obo/PLANA_0000065>	"PMID:21937596"
<http://purl.obolibrary.org/obo/PLANA_0000119>	"PMID:29674432"
<http://purl.obolibrary.org/obo/PLANA_0000102>	"PMID:29547123"
<http://purl.obolibrary.org/obo/PLANA_0000102>	"PMID:28292427"
<http://purl.obolibrary.org/obo/BSPO_0000079>	"FBql:00005842"
<http://purl.obolibrary.org/obo/GO_0000003>	"Wikipedia:Reproduction"
<http://purl.obolibrary.org/obo/PLANA_0002095>	"PMID:22074376"
<http://purl.obolibrary.org/obo/PLANA_0002095>	"PMID:21852957"
<http://purl.obolibrary.org/obo/PLANA_0002095>	"PMID:25404302"
<http://purl.obolibrary.org/obo/PLANA_0002095>	"PMID:22385657"
<http://purl.obolibrary.org/obo/PLANA_0002095>	"PMID:28757112"
<http://purl.obolibrary.org/obo/PLANA_0002095>	"BTO:0001268"
<http://purl.obolibrary.org/obo/PLANA_0002095>	"PMID:27606067"
<http://purl.obolibrary.org/obo/PLANA_0002095>	"PMID:22371573"
<http://purl.obolibrary.org/obo/PLANA_0002095>	"PMID:20599901"
<http://purl.obolibrary.org/obo/PLANA_0000218>	"PMID:17376870"
<http://purl.obolibrary.org/obo/PLANA_0000218>	"PMID:17390146"
<http://purl.obolibrary.org/obo/PLANA_0000028>	"PMID:28072387"
<http://purl.obolibrary.org/obo/PLANA_0000028>	"PMID:24173799"
<http://purl.obolibrary.org/obo/PLANA_0000028>	"PMID:22385657"
<http://purl.obolibrary.org/obo/PLANA_0000028>	"PMID:24367277"
<http://purl.obolibrary.org/obo/PLANA_0000028>	"PMID:25017721"
<http://purl.obolibrary.org/obo/PLANA_0000028>	"PMID:22439894"
<http://purl.obolibrary.org/obo/PLANA_0000028>	"PMID:18786419"
<http://purl.obolibrary.org/obo/PLANA_0000028>	"PMID:27542689"
<http://purl.obolibrary.org/obo/PLANA_0000028>	"PMID:29674431"
<http://purl.obolibrary.org/obo/PLANA_0000028>	"PMID:27068018"
<http://purl.obolibrary.org/obo/PLANA_0000028>	"PMID:22899852"
<http://purl.obolibrary.org/obo/PLANA_0000028>	"PMID:26114597"
<http://purl.obolibrary.org/obo/PLANA_0000028>	"PMID:21894189"
<http://purl.obolibrary.org/obo/PLANA_0000028>	"PMID:26651295"
<http://purl.obolibrary.org/obo/PLANA_0000028>	"PMID:22427692"
<http://purl.obolibrary.org/obo/PLANA_0000028>	"PMID:23629965"
<http://purl.obolibrary.org/obo/PLANA_0000028>	"PMID:24063805"
<http://purl.obolibrary.org/obo/PLANA_0000028>	"PMID:20040488"
<http://purl.obolibrary.org/obo/PLANA_0000028>	"PMID:27013241"
<http://purl.obolibrary.org/obo/PLANA_0000028>	"PMID:23318635"
<http://purl.obolibrary.org/obo/PLANA_0007539>	"OCLC:16809160"
<http://purl.obolibrary.org/obo/PLANA_0007539>	"PMID:20865784"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"AEO:0000040"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"AAO:0010268"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"CARO:0000040"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"EHDAA2:0003040"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"TAO:0000382"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"FMA:63863"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"HAO:0000040"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"XAO:0003162"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"ZFA:0000382"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"FBbt:00007013"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"TGMA:0001841"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"BILA:0000040"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"CARO:0000003"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"MA:0003000"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"AEO:0000003"
<http://purl.obolibrary.org/obo/UBERON_0000061>	<http://www.snomedbrowser.com/Codes/Details/362889002>
<http://purl.obolibrary.org/obo/UBERON_0000061>	"FMA:67135"
<http://purl.obolibrary.org/obo/UBERON_0000061>	<http://dbpedia.org/ontology/AnatomicalStructure>
<http://purl.obolibrary.org/obo/UBERON_0000061>	"TAO:0000037"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"AAO:0010825"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"HAO:0000003"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"FMA:305751"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"ZFA:0000037"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"EHDAA2:0003003"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"TGMA:0001823"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"XAO:0003000"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"BILA:0000003"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"VHOG:0001759"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"MESH:D000825"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"GAID:781"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"FBbt:00007001"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"EMAPA:0"
<http://purl.obolibrary.org/obo/PLANA_0000060>	"PMID:28072387"
<http://purl.obolibrary.org/obo/PLANA_0000060>	"OCLC:16809160"
<http://purl.obolibrary.org/obo/PLANA_0000060>	"PMID:12888018"
<http://purl.obolibrary.org/obo/PLANA_0002058>	"GO:0042470"
<http://purl.obolibrary.org/obo/PLANA_0000106>	"CL:0000067"
<http://purl.obolibrary.org/obo/PLANA_0000106>	"PMID:28807897"
<http://purl.obolibrary.org/obo/PLANA_0000106>	"PMID:24737865"
<http://purl.obolibrary.org/obo/PLANA_0000106>	"PMID:28461239"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:28072387"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:30194301"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:21282632"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:25356635"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:19048075"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:17553481"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:22339734"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:19211673"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:16033796"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:15866156"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:27800171"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:18202849"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:22445864"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:17905225"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"OCLC:16809160"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"ISBN:9780070316607"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:27163480"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:25278423"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:22074376"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:17376870"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:20844018"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:25404302"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:24173799"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:17999079"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:20215344"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:19247960"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:18063755"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"https://doi.org/10.1101/279364"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:21458439"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:24131630"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:24950970"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:17670787"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:29674431"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:27013241"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:23318635"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:19174194"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:22549959"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:24415944"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:21295481"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:28216315"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:27612382"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:23235145"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:25956527"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:25254346"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:28287248"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:26017970"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:29547123"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:20967238"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:16344473"
<http://purl.obolibrary.org/obo/PLANA_0000044>	"PMID:23652002"
