ID	Label	definition	Entity Type	Characteristic	Super Property	Domain	Range
ID	Label	A definition SPLIT=|	TYPE	CHARACTERISTIC	SP %	DOMAIN	RANGE
PLANA:0007536	specific_to	Restricted to domain	owl:ObjectProperty	transitive			
